  longitude  | latitude  |        speed         
 -122.637037 | 45.497778 |                  7.8
 -122.637363 | 45.497835 |                  4.6
 -122.638205 | 45.497905 |   1.9714285714285715
 -122.638725 | 45.497948 |                  8.2
 -122.639262 | 45.497995 |                  8.4
 -122.639827 | 45.498062 |                  8.8
 -122.640397 | 45.498195 |                  9.4
 -122.640988 |  45.49837 |                   10
 -122.641585 | 45.498547 |                   10
 -122.642178 | 45.498722 |                  9.8
 -122.642755 | 45.498892 |                  9.6
 -122.643298 |  45.49905 |                11.25
  -122.64374 |  45.49918 |                    7
 -122.643943 | 45.499238 |                  2.8
 -122.644057 | 45.499268 |                 0.44
 -122.644412 | 45.499363 |                  6.4
 -122.644873 | 45.499483 |                  7.6
  -122.64544 | 45.499613 |                  9.6
  -122.64608 |  45.49973 |                 10.2
 -122.646798 | 45.499833 |                 11.6
  -122.64761 | 45.499913 |                 12.8
 -122.648482 | 45.499987 |                 13.6
 -122.649323 | 45.500092 |                   13
 -122.650078 | 45.500243 |                   12
 -122.650782 | 45.500398 |                 11.4
 -122.651463 | 45.500573 |                 11.2
 -122.652112 | 45.500753 |                 10.6
 -122.652712 | 45.500898 |                  9.6
 -122.653242 | 45.501035 |                  8.6
  -122.65367 | 45.501163 |                    7
 -122.654005 | 45.501242 |                  5.2
 -122.654353 | 45.501313 |                  5.6
  -122.65467 | 45.501377 |                  4.8
 -122.654992 | 45.501435 |                0.275
  -122.65552 | 45.501538 |                  8.4
 -122.656105 | 45.501618 |                  9.2
 -122.656592 | 45.501638 |                  7.6
 -122.656842 |  45.50177 |                    5
 -122.656842 | 45.501933 |                  3.4
 -122.656825 | 45.502007 |                  1.8
 -122.656825 | 45.502152 |                    3
  -122.65682 | 45.502425 |                  5.8
 -122.656813 | 45.502797 |                  8.2
  -122.65679 | 45.503198 |                  8.8
 -122.656772 | 45.503583 |                  8.4
 -122.656778 |  45.50397 |                  8.4
 -122.656777 | 45.504348 |                  8.4
 -122.656935 | 45.504695 |                    8
  -122.65734 | 45.504878 |                  7.6
 -122.657553 | 45.504898 |                  3.4
 -122.657557 |   45.5049 |                  0.5
 -122.657557 |   45.5049 |                    0
 -122.657557 |   45.5049 |                    0
 -122.657592 |   45.5049 |                    1
 -122.657963 | 45.504913 |                  5.6
  -122.65843 | 45.504912 |                  7.2
 -122.658758 | 45.504985 |    5.333333333333333
 -122.658788 | 45.505285 |                    7
 -122.658757 | 45.505637 |                  7.6
 -122.658917 | 45.505923 |                  6.8
 -122.659302 | 45.506135 |                  7.4
 -122.659813 | 45.506335 |                    9
 -122.660383 | 45.506478 |                  9.4
  -122.66097 | 45.506547 |                  9.2
 -122.661478 | 45.506555 |                    8
 -122.661828 |  45.50655 |                  5.4
   -122.6623 | 45.506555 |                  7.2
 -122.662797 | 45.506568 |                  7.8
 -122.663162 |  45.50658 |                  5.6
 -122.663308 | 45.506582 |                  0.3
 -122.663718 | 45.506592 |                  6.2
 -122.664257 | 45.506598 |                  8.4
 -122.664775 | 45.506455 |                  8.6
 -122.665228 | 45.506155 |                  9.6
 -122.665717 | 45.505828 |                 10.4
 -122.666202 | 45.505507 |                 10.4
 -122.666685 |  45.50519 |                 10.2
 -122.667157 | 45.504883 |                   10
 -122.667632 | 45.504573 |                   10
 -122.668113 | 45.504258 |                 10.2
 -122.668593 | 45.503943 |                 10.2
 -122.669073 | 45.503632 |                   10
  -122.66954 | 45.503342 |                  9.6
  -122.67006 |  45.50312 |                  9.4
 -122.670593 | 45.502957 |                    9
 -122.671102 | 45.502805 |                  8.6
 -122.671562 |  45.50267 |                  7.6
  -122.67177 | 45.502615 |                  3.6
 -122.671773 | 45.502613 |                    0
 -122.671998 | 45.502547 |                  3.8
 -122.672465 | 45.502537 |                  7.2
 -122.672862 |  45.50273 |                  7.4
 -122.673042 | 45.503105 |                  8.8
 -122.673232 |  45.50354 |                 10.2
 -122.673455 | 45.503997 |                 10.6
 -122.673707 | 45.504463 |                   11
 -122.673982 |  45.50491 |                 10.6
 -122.674297 | 45.505338 |                 10.6
 -122.674715 | 45.505747 |                   11
 -122.675032 |   45.5062 |                 11.2
 -122.675248 | 45.506665 |                 10.8
 -122.675413 | 45.507133 |                 10.6
 -122.675602 | 45.507572 |                 10.2
 -122.676038 | 45.507895 |                  9.8
 -122.676598 | 45.508012 |                    9
 -122.677063 | 45.508013 |                  7.2
 -122.677285 | 45.508012 |                  3.4
 -122.677595 | 45.508035 |                  4.8
 -122.678075 | 45.508048 |                  7.4
  -122.67838 | 45.508045 |                  4.8
 -122.678653 | 45.508037 |                  4.2
  -122.67913 | 45.508017 |                  7.4
 -122.679595 | 45.508012 |                  7.2
  -122.68037 | 45.507992 |                    2
 -122.680897 |    45.508 |                  8.2
  -122.68135 | 45.508018 |                    7
 -122.681592 | 45.508043 |                  3.8
 -122.681607 | 45.508048 |   0.3333333333333333
 -122.681607 | 45.508048 |                    0
 -122.681607 | 45.508048 |                    0
 -122.681633 | 45.508053 |                    1
  -122.68189 | 45.508122 |                  4.2
 -122.681967 | 45.508387 |                  6.2
  -122.68187 | 45.508732 |                  7.8
 -122.681728 | 45.509062 |                  7.6
 -122.681553 | 45.509375 |                  7.4
 -122.681407 | 45.509665 |                  6.6
 -122.681333 |  45.50978 |                0.325
 -122.681318 | 45.509822 |                  0.8
 -122.681315 | 45.509843 |                  0.2
 -122.681315 | 45.509843 |                    1
 -122.681323 | 45.509895 |                 1.25
 -122.681493 |  45.50998 |                  2.8
 -122.681575 | 45.509992 |                    1
 -122.681772 | 45.510022 |                  3.2
  -122.68204 | 45.510092 |                  4.2
 -122.682817 | 45.510283 |                 2.52
 -122.683072 | 45.510352 |                    4
   -122.6831 | 45.510362 |                 0.08
 -122.683155 | 45.510377 |                    1
 -122.683273 |  45.51044 |                  2.4
 -122.683227 | 45.510653 |                  4.4
 -122.683073 |  45.51088 |                  5.4
 -122.682985 | 45.511007 |   0.5333333333333333
 -122.682847 |  45.51123 |                  5.4
 -122.682702 | 45.511467 |                  5.6
 -122.682535 | 45.511733 |                  6.4
 -122.682327 | 45.511995 |                  6.6
 -122.682212 |  45.51215 |                  3.6
  -122.68209 | 45.512487 |                  1.3
 -122.681932 |  45.51276 |                  6.2
 -122.681877 | 45.512895 |                  2.8
 -122.681872 |  45.51293 |                  0.8
 -122.681737 | 45.513152 |                  5.6
 -122.681538 | 45.513443 |                    7
 -122.681483 | 45.513538 |                    2
 -122.681483 | 45.513538 |                    0
 -122.681447 | 45.513617 |                  2.5
 -122.681328 | 45.513933 |                  7.4
 -122.681142 | 45.514273 |                    8
 -122.680962 | 45.514595 |                  7.4
 -122.680818 | 45.514853 |                    6
 -122.680778 | 45.514932 |  0.47058823529411764
   -122.6807 |   45.5151 |                  3.5
  -122.68059 | 45.515312 |                 6.25
 -122.680485 | 45.515508 |                  3.5
  -122.68046 | 45.515565 |                  1.4
 -122.680348 | 45.515757 |                  4.8
 -122.680172 | 45.516023 |                  6.4
  -122.68007 | 45.516197 |                    4
 -122.679978 | 45.516475 |                 0.66
 -122.679867 | 45.516703 |                    5
 -122.679828 | 45.516772 |                  1.4
  -122.67977 |  45.51688 |                    3
 -122.679607 |  45.51717 |                    7
 -122.679437 |  45.51748 |                  7.2
 -122.679263 |  45.51779 |                  7.4
 -122.679095 |   45.5181 |                  7.2
 -122.678938 | 45.518393 |                  6.8
 -122.678798 | 45.518653 |                  6.2
 -122.678703 | 45.518852 |                  4.4
 -122.678642 | 45.518957 |                 0.52
  -122.67847 | 45.519218 |                  6.4
  -122.67831 | 45.519477 |                    6
 -122.678122 |  45.51993 |                 1.06
 -122.678035 | 45.520092 |                  3.6
  -122.67795 | 45.520253 |                    4
 -122.677802 | 45.520532 |                  6.6
 -122.677635 | 45.520832 |                  7.2
 -122.677448 | 45.521138 |                  7.2
  -122.67727 | 45.521453 |                  7.6
 -122.677137 | 45.521747 |                  6.6
 -122.677003 | 45.522002 |                  5.8
   -122.6769 | 45.522168 |                  3.8
 -122.676868 | 45.522217 |                  0.2
 -122.676682 | 45.522442 |                  6.2
 -122.676497 | 45.522692 |                  5.8
 -122.676402 | 45.523213 |   0.8428571428571429
 -122.676407 | 45.523408 |                  3.8
 -122.676405 | 45.523428 |   0.6666666666666666
 -122.676405 | 45.523428 |                    0
 -122.676405 | 45.523428 |                    0
 -122.676405 | 45.523428 |                    0
 -122.676408 | 45.523532 |                  2.6
 -122.676422 |  45.52381 |                  6.4
